year,rank,country,score,gdp,life_expectancy,freedom,generosity,corruption,social_support
2018,1,Finland,7.632,1.305,0.874,0.681,0.202,0.393,1.592
2018,2,Norway,7.594,1.456,0.861,0.686,0.286,0.34,1.582
2018,3,Denmark,7.555,1.351,0.868,0.683,0.284,0.408,1.59
2018,4,Iceland,7.495,1.343,0.914,0.677,0.353,0.138,1.644
2018,5,Switzerland,7.487,1.42,0.927,0.66,0.256,0.357,1.549
2018,6,Netherlands,7.441,1.361,0.878,0.638,0.333,0.295,1.488
2018,7,Canada,7.328,1.33,0.896,0.653,0.321,0.291,1.532
2018,8,New Zealand,7.324,1.268,0.876,0.669,0.365,0.389,1.601
2018,9,Sweden,7.314,1.355,0.913,0.659,0.285,0.383,1.501
2018,10,Australia,7.272,1.34,0.91,0.647,0.361,0.302,1.573
2018,11,United Kingdom,7.19,1.244,0.888,0.464,0.262,0.082,1.433
2018,12,Austria,7.139,1.341,0.891,0.617,0.242,0.224,1.504
2018,13,Costa Rica,7.072,1.01,0.817,0.632,0.143,0.101,1.459
2018,14,Ireland,6.977,1.448,0.876,0.614,0.307,0.306,1.583
2018,15,Germany,6.965,1.34,0.861,0.586,0.273,0.28,1.474
2018,16,Belgium,6.927,1.324,0.894,0.583,0.188,0.24,1.483
2018,17,Luxembourg,6.91,1.576,0.896,0.632,0.196,0.321,1.52
2018,18,United States,6.886,1.398,0.819,0.547,0.291,0.133,1.471
2018,19,Israel,6.814,1.301,0.883,0.533,0.354,0.272,1.559
2018,20,United Arab Emirates,6.774,2.096,0.67,0.284,0.186,N/A,0.776
2018,21,Czech Republic,6.711,1.233,0.854,0.543,0.064,0.034,1.489
2018,22,Malta,6.627,1.27,0.884,0.645,0.376,0.142,1.525
2018,23,France,6.489,1.293,0.908,0.52,0.098,0.176,1.466
2018,24,Mexico,6.488,1.038,0.761,0.479,0.069,0.095,1.252
2018,25,Chile,6.476,1.131,0.808,0.431,0.197,0.061,1.331
2018,26,Taiwan,6.441,1.365,0.857,0.418,0.151,0.078,1.436
2018,27,Panama,6.43,1.112,0.759,0.597,0.125,0.063,1.438
2018,28,Brazil,6.419,0.986,0.675,0.493,0.11,0.088,1.474
2018,29,Argentina,6.388,1.073,0.744,0.57,0.062,0.054,1.468
2018,30,Guatemala,6.382,0.781,0.608,0.604,0.179,0.071,1.268
2018,31,Uruguay,6.379,1.093,0.771,0.625,0.13,0.155,1.459
2018,32,Qatar,6.374,1.649,0.748,0.654,0.256,0.171,1.303
2018,33,Saudi Arabia,6.371,1.379,0.633,0.509,0.098,0.127,1.331
2018,34,Singapore,6.343,1.529,1.008,0.631,0.261,0.457,1.451
2018,35,Malaysia,6.322,1.161,0.669,0.356,0.311,0.059,1.258
2018,36,Spain,6.31,1.251,0.965,0.449,0.142,0.074,1.538
2018,37,Colombia,6.26,0.96,0.635,0.531,0.099,0.039,1.439
2018,38,Trinidad & Tobago,6.192,1.223,0.564,0.575,0.171,0.019,1.492
2018,39,Slovakia,6.173,1.21,0.776,0.354,0.118,0.014,1.537
2018,40,El Salvador,6.167,0.806,0.639,0.461,0.065,0.082,1.231
2018,41,Nicaragua,6.141,0.668,0.7,0.527,0.208,0.128,1.319
2018,42,Poland,6.123,1.176,0.781,0.546,0.108,0.064,1.448
2018,43,Bahrain,6.105,1.338,0.698,0.594,0.243,0.123,1.366
2018,44,Uzbekistan,6.096,0.719,0.605,0.724,0.328,0.259,1.584
2018,45,Kuwait,6.083,1.474,0.675,0.554,0.167,0.106,1.301
2018,46,Thailand,6.072,1.016,0.707,0.637,0.364,0.029,1.417
2018,47,Italy,6,1.264,0.946,0.281,0.137,0.028,1.501
2018,48,Ecuador,5.973,0.889,0.736,0.556,0.114,0.12,1.33
2018,49,Belize,5.956,0.807,0.474,0.593,0.183,0.089,1.101
2018,50,Lithuania,5.952,1.197,0.716,0.35,0.026,0.006,1.527
2018,51,Slovenia,5.948,1.219,0.856,0.633,0.16,0.051,1.506
2018,52,Romania,5.945,1.116,0.726,0.528,0.088,0.001,1.219
2018,53,Latvia,5.933,1.148,0.671,0.363,0.092,0.066,1.454
2018,54,Japan,5.915,1.294,0.988,0.553,0.079,0.15,1.462
2018,55,Mauritius,5.891,1.09,0.684,0.584,0.245,0.05,1.387
2018,56,Jamaica,5.89,0.819,0.693,0.575,0.096,0.031,1.493
2018,57,South Korea,5.875,1.266,0.955,0.244,0.175,0.051,1.204
2018,58,Northern Cyprus,5.835,1.229,0.909,0.495,0.179,0.154,1.211
2018,59,Russia,5.81,1.151,0.599,0.399,0.065,0.025,1.479
2018,60,Kazakhstan,5.79,1.143,0.631,0.454,0.148,0.121,1.516
2018,61,Cyprus,5.762,1.229,0.909,0.423,0.202,0.035,1.191
2018,62,Bolivia,5.752,0.751,0.508,0.606,0.141,0.054,1.223
2018,63,Estonia,5.739,1.2,0.737,0.553,0.086,0.174,1.532
2018,64,Paraguay,5.681,0.835,0.615,0.541,0.162,0.074,1.522
2018,65,Peru,5.663,0.934,0.674,0.53,0.092,0.034,1.249
2018,66,Kosovo,5.662,0.855,0.578,0.448,0.274,0.023,1.23
2018,67,Moldova,5.64,0.657,0.62,0.232,0.171,0,1.301
2018,68,Turkmenistan,5.636,1.016,0.517,0.417,0.199,0.037,1.533
2018,69,Hungary,5.62,1.171,0.732,0.259,0.061,0.022,1.401
2018,70,Libya,5.566,0.985,0.553,0.496,0.116,0.148,1.35
2018,71,Philippines,5.524,0.775,0.513,0.643,0.12,0.105,1.312
2018,72,Honduras,5.504,0.62,0.622,0.459,0.197,0.074,1.205
2018,73,Belarus,5.483,1.039,0.7,0.307,0.101,0.154,1.498
2018,74,Turkey,5.483,1.148,0.686,0.324,0.106,0.109,1.38
2018,75,Pakistan,5.472,0.652,0.424,0.334,0.216,0.113,0.81
2018,76,Hong Kong,5.43,1.405,1.03,0.524,0.246,0.291,1.29
2018,77,Portugal,5.41,1.188,0.884,0.562,0.055,0.017,1.429
2018,78,Serbia,5.398,0.975,0.685,0.288,0.134,0.043,1.369
2018,79,Greece,5.358,1.154,0.879,0.131,0,0.044,1.202
2018,80,Lebanon,5.358,0.965,0.785,0.503,0.214,0.136,1.179
2018,81,Montenegro,5.347,1.017,0.729,0.259,0.111,0.081,1.279
2018,82,Croatia,5.321,1.115,0.737,0.38,0.12,0.039,1.161
2018,83,Dominican Republic,5.302,0.982,0.614,0.578,0.12,0.106,1.441
2018,84,Algeria,5.295,0.979,0.687,0.077,0.055,0.135,1.154
2018,85,Morocco,5.254,0.779,0.669,0.46,0.026,0.074,0.797
2018,86,China,5.246,0.989,0.799,0.597,0.029,0.103,1.142
2018,87,Azerbaijan,5.201,1.024,0.603,0.43,0.031,0.176,1.161
2018,88,Tajikistan,5.199,0.474,0.598,0.292,0.187,0.034,1.166
2018,89,Macedonia,5.185,0.959,0.691,0.394,0.173,0.052,1.239
2018,90,Jordan,5.161,0.822,0.645,0.468,0.13,0.134,1.265
2018,91,Nigeria,5.155,0.689,0.048,0.462,0.201,0.032,1.172
2018,92,Kyrgyzstan,5.131,0.53,0.594,0.54,0.281,0.035,1.416
2018,93,Bosnia and Herzegovina,5.129,0.915,0.758,0.28,0.216,0,1.078
2018,94,Mongolia,5.125,0.914,0.575,0.395,0.253,0.032,1.517
2018,95,Vietnam,5.103,0.715,0.702,0.618,0.177,0.079,1.365
2018,96,Indonesia,5.093,0.899,0.522,0.538,0.484,0.018,1.215
2018,97,Bhutan,5.082,0.796,0.527,0.541,0.364,0.171,1.335
2018,98,Somalia,4.982,0,0.115,0.674,0.238,0.282,0.712
2018,99,Cameroon,4.975,0.535,0.182,0.454,0.183,0.043,0.891
2018,100,Bulgaria,4.933,1.054,0.712,0.359,0.064,0.009,1.515
2018,101,Nepal,4.88,0.425,0.539,0.526,0.302,0.078,1.228
2018,102,Venezuela,4.806,0.996,0.657,0.133,0.056,0.052,1.469
2018,103,Gabon,4.758,1.036,0.404,0.356,0.032,0.052,1.164
2018,104,Palestinian Territories,4.743,0.642,0.602,0.266,0.086,0.076,1.217
2018,105,South Africa,4.724,0.94,0.33,0.516,0.103,0.056,1.41
2018,106,Iran,4.707,1.059,0.691,0.459,0.282,0.129,0.771
2018,107,Ivory Coast,4.671,0.541,0.08,0.467,0.146,0.103,0.872
2018,108,Ghana,4.657,0.592,0.337,0.499,0.212,0.029,0.896
2018,109,Senegal,4.631,0.429,0.433,0.406,0.138,0.082,1.117
2018,110,Laos,4.623,0.72,0.441,0.626,0.23,0.174,1.034
2018,111,Tunisia,4.592,0.9,0.69,0.271,0.04,0.063,0.906
2018,112,Albania,4.586,0.916,0.79,0.419,0.149,0.032,0.817
2018,113,Sierra Leone,4.571,0.256,0,0.355,0.238,0.053,0.813
2018,114,Congo (Brazzaville),4.559,0.682,0.343,0.514,0.091,0.077,0.811
2018,115,Bangladesh,4.5,0.532,0.579,0.58,0.153,0.144,0.85
2018,116,Sri Lanka,4.471,0.918,0.672,0.585,0.307,0.05,1.314
2018,117,Iraq,4.456,1.01,0.536,0.304,0.148,0.095,0.971
2018,118,Mali,4.447,0.37,0.152,0.367,0.139,0.056,1.233
2018,119,Namibia,4.441,0.874,0.365,0.519,0.051,0.064,1.281
2018,120,Cambodia,4.433,0.549,0.457,0.696,0.256,0.065,1.088
2018,121,Burkina Faso,4.424,0.314,0.254,0.312,0.175,0.128,1.097
2018,122,Egypt,4.419,0.885,0.553,0.312,0.092,0.107,1.025
2018,123,Mozambique,4.417,0.198,0.173,0.531,0.206,0.158,0.902
2018,124,Kenya,4.41,0.493,0.454,0.504,0.352,0.055,1.048
2018,125,Zambia,4.377,0.562,0.295,0.503,0.221,0.082,1.047
2018,126,Mauritania,4.356,0.557,0.292,0.129,0.134,0.093,1.245
2018,127,Ethiopia,4.35,0.308,0.391,0.452,0.22,0.146,0.95
2018,128,Georgia,4.34,0.853,0.643,0.375,0.038,0.215,0.592
2018,129,Armenia,4.321,0.816,0.666,0.26,0.077,0.028,0.99
2018,130,Myanmar,4.308,0.682,0.429,0.58,0.598,0.178,1.174
2018,131,Chad,4.301,0.358,0.053,0.189,0.181,0.06,0.907
2018,132,Congo (Kinshasa),4.245,0.069,0.204,0.312,0.197,0.052,1.136
2018,133,India,4.19,0.721,0.485,0.539,0.172,0.093,0.747
2018,134,Niger,4.166,0.131,0.221,0.39,0.175,0.099,0.867
2018,135,Uganda,4.161,0.322,0.237,0.45,0.259,0.061,1.09
2018,136,Benin,4.141,0.378,0.24,0.44,0.163,0.067,0.372
2018,137,Sudan,4.139,0.605,0.312,0.016,0.134,0.082,1.24
2018,138,Ukraine,4.103,0.793,0.609,0.163,0.187,0.011,1.413
